custID,Gender,IsRetired,IsMarried,HasChildren,TotalMonthsInContract,HasPhone,ConnectionType,HasAntivirusSubscription,HasCloudBackUp,HasInsurance,HasHelpdeskPrivileges,HasTVPackage,HasMoviePackage,PayTerm,OnlineStatements,PreferredPaymentType,MonthlyBill,TotalFees,MonthlySpend,RetentionCheck,Retention
6371-NZYEG,Male,0,Yes,Yes,16,Yes,DSL,Yes,No,Yes,No,Yes,No,Two year,No,Mailed check,64.25,1024,62.37,Yes,Yes
7554-NEWDD,Male,0,No,No,10,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.7,£251.6,27.94,Yes,Yes
8992-VONJD,Female,0,No,Yes,13,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,56.0,764.55,57.35,Yes,Yes
0867-MKZVY,Female,0,Yes,No,20,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,82.4,1592.35,78.58,No,No
4482-EWFMI,Female,0,No,No,2,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.7,135.2,70.78,Yes,Yes
4648-YPBTM,Male,0,No,No,53,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),73.9,3958.25,75.68,Yes,Yes
2907-ILJBN,Female,0,Yes,Yes,11,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.6,233.9,26.62,Yes,Yes
6345-FZOQH,Male,0,Yes,No,69,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.9,£1363.45,18.4,Yes,Yes
3376-BMGFE,Female,0,No,No,4,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),70.9,£273,74.8,Yes,No
5997-OPVFA,Male,0,Yes,No,72,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),89.05,6254.45,88.53,Yes,Yes
3445-HXXGF,Male,1,Yes,No,58,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,45.3,2651.2,46.71,No,No
1159-WFSGR,Female,0,Yes,Yes,16,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.4,321.4,20.86,Yes,Yes
7654-YWJUF,Male,0,Yes,No,43,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),84.25,3539.25,85.37,Yes,Yes
1875-QIVME,Female,0,Yes,No,2,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,104.4,£242.8,105.11,No,No
6727-IOTLZ,Male,0,Yes,No,14,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,81.95,1181.75,80.28,Yes,Yes
0691-JVSYA,Female,0,Yes,No,53,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),94.85,5000.2,94.57,No,No
5918-VUKWP,Female,0,No,No,32,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.55,654.55,18.38,Yes,Yes
1744-JHKYS,Female,0,Yes,No,34,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,24.7,780.2,29.15,Yes,Yes
2656-FMOKZ,Female,1,No,No,15,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,74.45,1145.7,74.94,No,No
2070-FNEXE,Female,1,No,No,7,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),76.45,503.6,72.0,No,No
5947-SGKCL,Female,0,Yes,Yes,15,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),105.35,1559.25,106.02,Yes,Yes
3712-PKXZA,Male,0,Yes,No,61,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.55,1252,25.17,Yes,Yes
6317-YPKDH,Female,0,No,No,1,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),29.95,29.95,29.73,No,No
6582-OIVSP,Female,0,No,No,1,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.3,45.3,50.6,Yes,Yes
9367-WXLCH,Male,0,No,No,8,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),84.5,662.65,82.74,No,No
5524-KHNJP,Male,0,Yes,Yes,33,Yes,DSL,Yes,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),74.75,2453.3,76.4,Yes,Yes
1918-ZBFQJ,Female,0,No,No,13,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,79.25,1111.65,76.88,No,No
1024-GUALD,Female,0,Yes,No,1,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.8,24.8,23.96,No,No
4827-USJHP,Male,0,No,No,20,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,51.8,£1023.85,52.52,Yes,Yes
8167-GJLRN,Male,0,No,No,3,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,30.4,£82.15,28.23,Yes,Yes
0956-SYCWG,Female,0,No,No,13,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,19.65,244.8,19.79,Yes,Yes
8017-UVSZU,Female,0,Yes,No,40,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),56.6,2379.1,55.5,Yes,Yes
7100-FQPRV,Male,0,Yes,Yes,43,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),71.9,3173.35,69.92,Yes,Yes
2472-OVKUP,Male,0,Yes,No,6,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,91.0,531,94.82,No,No
2984-RGEYA,Female,0,Yes,Yes,69,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.75,1375.4,19.74,Yes,Yes
9680-NIAUV,Female,0,Yes,Yes,72,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),109.7,8129.3,114.56,Yes,Yes
2146-EGVDT,Male,0,Yes,Yes,59,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.3,1192.7,18.28,Yes,Yes
2604-IJPDU,Female,0,Yes,No,20,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,96.55,1901.65,98.65,Yes,Yes
9178-JHUVJ,Male,0,Yes,Yes,24,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),24.1,587.4,24.8,Yes,Yes
6168-YBYNP,Male,0,No,No,59,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,111.35,6519.75,112.71,Yes,Yes
7255-SSFBC,Male,0,Yes,Yes,72,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),112.25,8041.65,112.73,Yes,Yes
3645-DEYGF,Male,0,No,Yes,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.75,20.75,20.33,Yes,Yes
9323-HGFWY,Female,0,Yes,No,27,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),101.9,2681.15,104.68,Yes,Yes
8544-GOQSH,Female,0,No,No,14,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),80.05,1112.3,78.48,Yes,Yes
3363-DTIVD,Male,0,Yes,Yes,71,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Electronic check,105.55,7405.5,99.59,Yes,Yes
7018-WBJNK,Male,0,No,Yes,13,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),78.3,1033.95,76.66,Yes,Yes
9142-KZXOP,Male,0,No,No,44,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),68.85,2958.95,72.89,Yes,Yes
7674-YTAFD,Female,0,No,No,33,Yes,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),79.95,2684.85,79.69,Yes,Yes
6348-SNFUS,Male,0,Yes,Yes,72,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),55.45,4179.2,55.01,Yes,Yes
1285-OKIPP,Male,0,No,No,1,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,79.9,£79.9,78.65,No,No
7825-ECJRF,Female,0,No,No,19,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,106.6,£1934.45,109.95,No,No
1347-KTTTA,Male,0,Yes,No,64,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),102.45,6654.1,100.47,Yes,Yes
7841-TZDMQ,Male,0,No,No,2,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),46.0,84.5,43.83,No,No
4195-NZGTA,Female,0,No,No,1,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,25.25,25.25,27.5,Yes,Yes
7157-SMCFK,Male,0,No,Yes,61,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.75,1124.2,19.61,Yes,Yes
4709-LKHYG,Female,0,Yes,Yes,29,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,20.0,540.05,23.51,Yes,Yes
2504-DSHIH,Male,1,Yes,No,23,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,86.8,1975.85,88.5,Yes,Yes
0699-NDKJM,Female,0,Yes,No,57,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),58.75,3437.45,57.08,Yes,Yes
9286-BHDQG,Male,0,Yes,Yes,72,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),45.25,3139.8,47.4,Yes,Yes
0230-WEQUW,Male,0,Yes,No,66,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),56.6,£3789.2,54.96,Yes,Yes
2040-LDIWQ,Male,0,Yes,Yes,65,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),84.2,5324.5,80.84,Yes,Yes
6496-JDSSB,Female,0,No,No,8,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),80.0,624.6,84.87,Yes,Yes
9408-SSNVZ,Female,0,No,No,4,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.15,268.35,70.72,No,No
4443-EMBNA,Female,0,Yes,No,71,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.75,1836.9,28.77,Yes,Yes
6469-MRVET,Male,0,Yes,Yes,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,20.2,20.2,18.52,Yes,Yes
0742-MOABM,Male,0,Yes,No,4,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,50.05,179.35,51.62,No,No
5961-VUSRV,Female,0,No,No,12,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),19.35,219.35,15.29,Yes,Yes
6778-JFCMK,Male,0,No,No,24,No,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,Mailed check,50.6,1288.75,54.22,Yes,Yes
6341-JVQGF,Female,0,Yes,Yes,31,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,81.15,2545.75,85.55,Yes,Yes
2232-DMLXU,Female,0,Yes,No,1,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,55.2,55.2,57.83,No,No
4811-JBUVU,Male,0,No,No,30,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),89.9,2723.15,92.86,Yes,Yes
0945-TSONX,Female,0,Yes,Yes,47,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),85.3,4107.25,84.34,Yes,Yes
2651-ZCBXV,Male,0,No,No,54,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),108.0,5760.65,103.92,Yes,Yes
3316-UWXUY,Male,0,No,No,50,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),93.5,4747.5,90.25,Yes,Yes
8937-RDTHP,Male,0,No,No,1,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,84.6,84.6,82.17,Yes,No
7083-MIOPC,Female,0,No,No,72,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.25,1566.9,21.76,Yes,Yes
1984-GPTEH,Female,0,No,No,29,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,25.15,702,24.61,Yes,Yes
1251-KRREG,Male,0,No,No,2,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,54.4,114.1,55.57,No,No
0621-JFHOL,Female,0,No,No,10,No,DSL,No,No,No,Yes,No,No,Two year,Yes,Mailed check,29.6,299.05,31.02,Yes,Yes
9903-LYSAB,Male,0,Yes,No,18,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.15,1305.95,68.02,Yes,Yes
0094-OIFMO,Female,1,No,No,11,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.0,1120.3,97.65,No,No
9227-UAQFT,Male,0,No,No,16,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.75,284.35,18.48,Yes,Yes
7301-ABVAD,Female,0,No,No,72,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),86.6,6350.5,91.29,Yes,Yes
6614-FHDBO,Male,0,No,No,72,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),109.2,7878.3,108.72,Yes,Yes
7576-ASEJU,Female,0,Yes,Yes,41,Yes,DSL,Yes,No,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),74.7,3187.65,73.16,Yes,Yes
9058-HRZSV,Female,1,Yes,No,65,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,94.4,6126.15,96.42,Yes,Yes
4522-AKYLR,Female,1,No,No,13,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,54.8,731.3,61.33,Yes,Yes
0221-WMXNQ,Male,1,No,No,4,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,75.35,273.4,68.28,Yes,Yes
0303-UNCIP,Male,0,No,No,41,Yes,DSL,No,No,Yes,No,No,Yes,One year,No,Mailed check,65.0,2531.8,61.25,Yes,Yes
9947-OTFQU,Male,1,No,No,15,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,74.4,£1074.3,76.07,No,No
0322-YINQP,Male,0,No,No,1,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,48.55,48.55,46.32,No,No
0959-WHOKV,Male,0,No,No,42,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,99.0,4298.45,100.81,Yes,Yes
4075-JFPGR,Female,0,Yes,No,51,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,93.5,£4619.55,94.71,Yes,Yes
4629-NRXKX,Female,0,Yes,Yes,2,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.4,£147.15,66.66,No,No
9514-JDSKI,Male,1,Yes,No,1,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,40.2,40.2,41.04,No,No
3282-ZISZV,Male,0,No,Yes,32,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),83.7,2633.3,80.75,Yes,Yes
3675-YDUPJ,Male,0,No,No,10,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.85,193.05,21.7,Yes,Yes
4111-BNXIF,Female,0,Yes,Yes,67,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,59.55,4103.9,61.08,Yes,Yes
7017-VFHAY,Female,0,Yes,Yes,61,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),115.1,7008.15,114.07,Yes,Yes
6655-LHBYW,Male,0,No,No,50,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),114.35,5791.1,114.39,Yes,Yes
4959-JOSRX,Female,0,Yes,No,2,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),44.6,£80.55,45.18,No,No
5046-NUHWD,Female,1,Yes,No,29,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,45.0,1228.65,47.01,Yes,Yes
7273-TEFQD,Male,1,No,No,3,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,41.15,132.2,38.41,No,No
3606-TWKGI,Male,1,No,No,13,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.9,1364.3,102.74,No,No
7529-ZDFXI,Male,1,Yes,No,57,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,89.85,4925.35,89.96,Yes,Yes
7605-BDWDC,Female,0,No,No,31,No,DSL,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),49.85,1520.1,48.74,Yes,Yes
1950-KSVVJ,Female,0,Yes,No,45,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Mailed check,113.3,5032.25,113.55,Yes,Yes
0123-CRBRT,Female,0,Yes,Yes,61,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,88.1,5526.75,87.86,Yes,Yes
6292-TOSSS,Male,0,No,No,50,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.9,1195.25,22.22,Yes,Yes
3197-ARFOY,Female,1,No,No,19,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,105.0,2007.25,105.8,Yes,Yes
6323-AYBRX,Male,0,No,No,59,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.35,1099.6,19.93,Yes,No
7014-ZZXAW,Female,0,Yes,No,71,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),24.25,1732.95,23.61,Yes,Yes
4385-GZQXV,Female,1,No,No,16,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,94.45,1511.2,94.71,No,No
7633-MVPUY,Male,0,Yes,No,57,Yes,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Electronic check,59.75,3450.15,59.65,Yes,Yes
6366-ZGQGL,Male,0,No,No,1,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),24.8,24.8,31.71,No,No
4716-HHKQH,Male,1,Yes,No,20,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,107.05,2172.05,113.43,Yes,Yes
5940-AHUHD,Male,0,No,No,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,70.6,70.6,68.27,No,No
6432-TWQLB,Male,0,Yes,No,5,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,85.4,£401.1,90.89,No,No
4484-GLZOU,Female,0,Yes,No,52,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.05,5624.85,103.12,Yes,No
3179-GBRWV,Male,1,Yes,No,21,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),64.95,1339.8,67.24,Yes,Yes
8645-KWHJO,Male,0,No,No,14,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,55.0,771.95,53.49,Yes,Yes
4130-MZLCC,Female,0,No,No,5,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),50.55,244.75,48.02,Yes,Yes
0314-TKOSI,Female,0,No,No,6,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,55.15,322.9,56.89,Yes,Yes
8229-MYEJZ,Female,0,No,No,10,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,51.2,498.25,52.97,Yes,Yes
2080-SRCDE,Female,0,No,Yes,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,25.4,25.4,23.13,Yes,Yes
9577-WJVCQ,Female,0,No,No,68,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,54.45,3687.75,52.83,Yes,Yes
9512-UIBFX,Male,0,Yes,Yes,18,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,95.15,1779.95,94.63,No,No
6202-DYYFX,Female,0,No,No,22,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Credit card (automatic),76.0,1783.6,78.64,Yes,Yes
3808-HFKDE,Female,0,No,No,20,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.35,927.15,46.06,Yes,Yes
5583-SXDAG,Male,0,Yes,No,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.0,70,70.35,No,No
3488-PGMQJ,Male,1,No,No,8,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,74.5,606.55,73.39,No,No
3580-REOAC,Male,0,No,No,10,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),44.85,435.4,48.6,No,No
7534-BFESC,Male,1,No,No,24,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.1,1712.7,73.27,No,No
3727-OWVYD,Male,0,No,No,35,Yes,DSL,Yes,Yes,Yes,No,No,No,One year,No,Mailed check,61.2,2021.2,61.97,Yes,Yes
2294-SALNE,Male,0,Yes,Yes,23,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,One year,No,Mailed check,86.8,1940.8,88.65,Yes,Yes
4847-TAJYI,Female,1,No,No,6,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.35,£567.8,91.67,Yes,Yes
1563-IWQEX,Female,0,No,No,12,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.7,220.35,25.43,Yes,Yes
8203-XJZRC,Male,0,No,No,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.25,20.25,18.24,Yes,Yes
6556-DBKZF,Female,0,Yes,Yes,71,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,No,Electronic check,76.05,5436.45,75.02,No,Yes
6851-WEFYX,Male,1,Yes,No,35,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.8,3437.5,98.33,Yes,Yes
2985-JUUBZ,Male,0,Yes,Yes,40,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,74.55,3015.75,76.99,Yes,Yes
6390-DSAZX,Female,0,No,Yes,1,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,73.6,£73.6,73.06,No,No
0895-LMRSF,Male,0,No,No,23,Yes,DSL,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),64.9,1509.8,65.95,Yes,Yes
8098-LLAZX,Female,1,No,No,4,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.45,396.1,97.85,No,No
8266-VBFQL,Male,0,No,No,4,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,90.4,356.65,86.67,Yes,Yes
8181-YHCMF,Female,0,Yes,Yes,68,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),60.3,4109,56.34,No,Yes
2240-HSJQD,Male,0,No,Yes,38,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,81.85,£3141.7,85.14,Yes,Yes
1248-DYXUB,Male,0,Yes,Yes,52,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.8,1229.1,30.13,Yes,Yes
0265-EDXBD,Male,1,Yes,No,32,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.9,2303.35,76.6,No,No
4115-BNPJY,Male,0,Yes,Yes,29,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Two year,No,Mailed check,75.55,2054.4,76.78,Yes,Yes
3167-SNQPL,Male,1,Yes,Yes,38,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,101.15,3741.85,104.75,Yes,Yes
4091-TVOCN,Male,0,No,Yes,48,Yes,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),78.75,£3682.45,78.71,Yes,Yes
1098-TDVUQ,Female,0,No,No,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),19.25,19.25,20.59,Yes,Yes
7277-OZCGZ,Female,0,No,No,22,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,89.05,1886.25,88.73,Yes,Yes
1557-EMYVT,Female,0,No,No,43,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),115.05,4895.1,114.08,Yes,Yes
2799-ARNLO,Female,1,Yes,No,5,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.35,341.6,73.26,Yes,Yes
7563-BIUPC,Male,0,No,No,5,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.6,415.55,81.91,No,No
5027-YOCXN,Male,0,Yes,Yes,51,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,No,Credit card (automatic),110.05,5686.4,113.83,Yes,Yes
3973-SKMLN,Male,0,No,No,71,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),19.9,£1355.1,21.05,Yes,Yes
